created_at,entry_id,field1
2017-11-21 21:08:17 UTC,1,24
2017-11-21 21:09:07 UTC,2,24
2017-11-21 21:09:51 UTC,3,24
2017-11-21 21:10:35 UTC,4,24
2017-11-21 21:11:21 UTC,5,24
2017-11-21 21:12:17 UTC,6,24
2017-11-21 21:14:31 UTC,7,255
2017-11-21 21:16:49 UTC,8,255
2017-11-21 21:17:44 UTC,9,24
2017-11-21 21:18:26 UTC,10,24
2017-11-21 21:19:10 UTC,11,24
2017-11-21 21:19:54 UTC,12,24
2017-11-21 21:20:38 UTC,13,24
2017-11-21 21:21:22 UTC,14,24
2017-11-21 21:22:03 UTC,15,24
2017-11-21 21:22:53 UTC,16,24
2017-11-21 21:23:40 UTC,17,23
2017-11-21 21:24:25 UTC,18,23
2017-11-21 21:25:11 UTC,19,23
2017-11-21 21:25:54 UTC,20,23
2017-11-21 21:26:38 UTC,21,23
2017-11-21 21:27:30 UTC,22,23
2017-11-21 21:28:11 UTC,23,23
2017-11-21 21:31:26 UTC,24,255
2017-11-21 21:32:26 UTC,25,26
2017-11-21 21:33:18 UTC,26,25
2017-11-21 21:34:12 UTC,27,25
2017-11-21 21:34:54 UTC,28,26
2017-11-21 21:35:20 UTC,29,255
2017-11-21 21:36:18 UTC,30,25
2017-11-21 21:37:04 UTC,31,25
2017-11-21 21:37:52 UTC,32,25
2017-11-21 21:38:31 UTC,33,24
2017-11-21 21:39:21 UTC,34,24
2017-11-21 21:40:01 UTC,35,24
2017-11-21 21:40:43 UTC,36,24
2017-11-21 21:41:26 UTC,37,23
2017-11-21 21:42:13 UTC,38,23
2017-11-21 21:42:56 UTC,39,23
2017-11-21 21:43:40 UTC,40,23
2017-11-21 21:44:35 UTC,41,23
2017-11-21 21:45:14 UTC,42,23
2017-11-21 21:45:59 UTC,43,23
2017-11-21 21:46:43 UTC,44,23
2017-11-21 21:47:28 UTC,45,23
2017-11-21 21:48:16 UTC,46,23
2017-11-21 21:48:59 UTC,47,23
2017-11-21 21:49:48 UTC,48,23
2017-11-21 21:50:28 UTC,49,23
2017-11-21 21:51:15 UTC,50,23
2017-11-21 21:52:02 UTC,51,23
2017-11-21 21:52:43 UTC,52,23
2017-11-21 21:53:32 UTC,53,23
2017-11-21 21:54:08 UTC,54,23
2017-11-21 21:54:57 UTC,55,23
2017-11-21 21:55:41 UTC,56,23
2017-11-21 21:56:22 UTC,57,23
2017-11-21 21:57:11 UTC,58,23
2017-11-21 21:57:52 UTC,59,23
2017-11-21 21:58:44 UTC,60,23
2017-11-21 21:59:25 UTC,61,23
2017-11-21 22:00:13 UTC,62,23
2017-11-21 22:00:59 UTC,63,23
2017-11-21 22:01:41 UTC,64,23
2017-11-21 22:02:29 UTC,65,23
2017-11-21 22:03:16 UTC,66,24


